@relation pendigits-weka.filters.unsupervised.instance.ClassRemover-Clast-N2-H

@attribute input1 numeric
@attribute input2 numeric
@attribute input3 numeric
@attribute input4 numeric
@attribute input5 numeric
@attribute input6 numeric
@attribute input7 numeric
@attribute input8 numeric
@attribute input9 numeric
@attribute input10 numeric
@attribute input11 numeric
@attribute input12 numeric
@attribute input13 numeric
@attribute input14 numeric
@attribute input15 numeric
@attribute input16 numeric
@attribute class {2,4}

@data
17,85,18,100,46,70,39,35,0,14,34,8,88,0,100,23,2
42,59,53,100,87,81,61,41,22,12,0,1,50,1,100,0,2
36,85,71,100,100,82,72,56,36,35,0,13,33,0,88,0,2
48,100,20,80,0,51,55,43,100,56,90,62,86,30,73,0,4
12,80,57,100,76,74,56,41,28,10,0,4,42,13,100,0,2
26,100,0,83,23,51,83,42,100,55,79,84,56,42,37,0,4
53,78,80,100,96,68,68,35,23,14,0,20,51,17,100,0,2
64,100,41,78,18,57,0,36,36,22,100,32,92,20,69,0,4
39,81,58,100,83,67,70,30,33,0,0,8,50,23,100,3,2
96,100,55,66,0,37,18,37,100,42,95,72,64,36,39,0,4
36,59,56,100,73,62,49,22,0,9,34,17,73,0,100,29,2
73,100,28,85,0,62,5,37,60,32,100,42,82,25,66,0,4
0,82,28,100,62,87,54,54,27,28,22,10,61,4,100,0,2
54,73,78,100,90,67,67,31,29,3,0,8,49,10,100,0,2
1,78,16,100,61,93,50,64,21,39,0,11,46,0,100,0,2
63,100,36,65,0,30,84,36,100,63,81,79,79,39,75,0,4
36,100,6,81,0,52,36,28,84,38,100,55,72,29,62,0,4
0,57,12,100,47,86,40,39,10,6,16,3,58,6,100,0,2
63,91,66,100,100,87,65,60,28,35,0,7,47,0,88,0,2
5,67,30,100,60,78,41,39,5,10,0,20,49,6,100,0,2
3,85,42,100,88,89,65,60,26,36,0,11,51,0,100,2,2
70,100,37,75,0,49,40,39,100,46,87,57,57,29,31,0,4
67,100,39,82,0,53,63,55,100,66,67,77,53,39,40,0,4
2,85,28,100,53,81,31,54,0,35,35,35,67,17,100,0,2
70,100,38,79,6,54,0,34,65,30,100,45,88,28,80,0,4
42,80,72,100,98,67,74,29,31,3,0,15,51,14,100,0,2
53,69,49,91,100,100,86,66,52,36,0,18,15,9,74,0,2
18,100,16,91,0,64,22,39,100,41,86,55,61,28,61,0,4
0,68,8,100,33,90,37,50,25,11,45,0,72,6,100,13,2
16,89,50,100,71,67,45,35,0,19,10,30,57,19,100,0,2
29,80,62,100,74,63,52,26,4,8,0,30,56,25,100,0,2
68,100,59,72,25,44,0,33,54,32,100,35,98,35,86,0,4
43,91,79,100,63,67,34,38,0,14,11,13,56,9,100,0,2
60,84,94,100,100,75,72,51,39,30,0,12,46,7,94,0,2
0,71,24,100,60,100,61,63,41,29,16,0,58,3,100,2,2
27,100,41,75,0,48,43,47,84,56,100,68,93,31,82,0,4
59,100,0,79,31,64,100,75,93,76,63,51,37,26,11,0,4
53,100,5,80,0,63,60,64,100,79,79,57,55,26,31,0,4
50,100,22,84,0,54,45,34,100,41,100,64,88,32,84,0,4
42,82,80,100,100,82,70,58,32,37,0,14,39,0,100,1,2
37,83,63,100,83,74,62,47,30,24,0,0,50,2,100,4,2
10,64,29,100,60,90,46,52,19,18,0,8,50,5,100,0,2
50,100,41,90,0,63,3,50,80,42,100,57,59,29,29,0,4
0,81,9,100,40,85,33,54,11,26,18,9,60,4,100,0,2
0,77,30,100,84,98,76,65,44,36,5,10,46,2,100,0,2
24,88,58,100,56,70,30,41,0,17,12,0,56,2,100,3,2
0,78,16,100,51,74,42,37,10,8,21,18,65,0,100,19,2
20,100,14,70,0,40,3,16,77,22,100,45,96,30,96,0,4
71,100,44,63,0,38,57,43,100,52,82,80,66,41,60,0,4
31,78,35,100,77,85,76,50,43,23,0,2,48,1,100,0,2
39,100,12,74,0,44,38,30,85,32,100,51,95,30,86,0,4
36,100,0,70,32,46,93,53,100,88,74,67,52,33,31,0,4
0,75,28,100,65,93,43,59,12,29,12,3,56,0,100,3,2
65,86,79,100,35,69,0,39,72,34,100,66,61,35,32,0,4
33,100,0,84,3,54,52,41,100,46,69,59,51,30,41,0,4
19,68,44,100,81,82,67,44,30,18,0,7,50,5,100,0,2
16,71,29,100,61,81,52,44,24,12,0,2,50,5,100,0,2
69,100,42,83,0,61,9,39,77,41,100,47,62,24,33,0,4
58,100,24,89,0,50,100,55,97,70,55,94,52,47,53,0,4
0,78,30,100,62,91,48,59,24,31,14,3,57,1,100,0,2
38,73,62,100,87,75,67,39,31,9,0,10,50,20,100,0,2
0,82,35,100,74,97,68,64,40,37,18,15,58,6,100,0,2
25,100,11,78,0,51,3,26,89,27,100,44,57,26,36,0,4
32,65,51,100,56,51,35,6,0,0,27,19,63,9,100,16,2
17,100,0,72,8,46,67,46,100,54,74,68,64,34,55,0,4
35,100,38,79,6,48,67,39,100,63,76,57,34,30,0,0,4
17,100,46,89,40,58,17,34,0,8,33,5,67,4,100,0,2
0,85,22,100,53,83,45,55,21,31,15,6,57,1,100,0,2
71,100,39,87,11,63,0,37,42,25,100,37,74,24,53,0,4
29,100,0,70,35,48,82,61,100,96,71,65,41,33,16,0,4
15,75,38,100,55,68,37,33,3,6,0,3,50,5,100,0,2
20,97,9,89,0,49,66,47,100,70,75,100,71,50,73,0,4
14,100,2,73,0,48,50,44,92,48,100,58,76,29,53,0,4
24,86,57,100,55,72,30,47,0,26,31,9,69,1,100,0,2
0,76,22,100,64,91,54,58,24,32,2,6,51,2,100,0,2
12,100,0,79,2,48,52,47,100,58,82,67,73,34,66,0,4
0,82,27,100,35,70,18,40,6,8,41,0,78,1,100,3,2
17,100,5,91,0,59,58,51,100,77,60,60,30,30,6,0,4
46,100,1,69,0,33,64,29,100,42,75,84,65,46,62,0,4
37,100,0,81,21,53,100,56,92,89,56,64,37,32,18,0,4
38,79,69,100,76,60,46,25,3,2,0,3,50,0,100,1,2
0,83,26,100,45,80,27,52,6,27,29,10,65,5,100,0,2
12,100,2,79,0,52,63,48,100,70,86,54,80,27,74,0,4
37,78,60,100,81,75,63,46,29,24,0,1,50,0,100,4,2
18,100,18,87,0,54,43,32,100,46,98,55,49,32,25,0,4
6,74,37,100,66,91,54,53,27,21,0,0,53,0,100,3,2
35,100,79,98,70,58,40,25,0,0,4,17,53,19,100,2,2
75,100,47,77,17,53,0,28,67,15,100,39,97,25,94,0,4
24,94,40,100,64,78,36,48,0,23,13,9,63,5,100,0,2
16,77,39,100,49,64,28,27,0,0,32,3,68,6,100,3,2
10,87,55,100,71,71,40,38,2,9,0,0,50,8,100,0,2
28,78,57,100,61,67,33,33,0,7,17,0,59,1,100,0,2
33,80,67,100,100,76,80,38,42,12,0,6,42,19,87,0,2
2,81,28,100,68,83,67,49,37,23,0,1,48,0,100,1,2
5,100,23,86,6,57,0,29,65,30,100,54,89,28,93,0,4
19,97,39,96,0,49,29,35,100,48,98,100,86,52,92,0,4
0,70,19,100,43,77,36,44,13,15,11,15,57,14,100,0,2
49,100,31,65,0,29,50,31,100,33,87,71,65,35,43,0,4
11,100,0,74,43,56,100,56,88,83,87,55,84,27,87,0,4
24,78,37,100,54,62,31,27,0,18,45,10,88,0,100,31,2
19,100,0,73,18,53,100,63,100,78,62,53,25,27,0,0,4
15,73,48,100,64,77,38,43,8,11,0,21,48,15,100,0,2
44,81,72,100,100,84,74,59,37,38,0,17,7,0,65,3,2
30,59,46,100,49,47,27,5,0,7,33,16,66,0,100,4,2
20,93,74,100,100,83,78,64,41,46,0,29,11,11,78,0,2
48,100,21,80,0,50,37,36,100,37,95,61,95,30,96,0,4
17,100,30,92,17,64,0,37,57,27,89,46,89,28,100,0,4
38,100,20,77,0,55,4,31,60,29,100,46,79,23,63,0,4
64,100,38,67,2,38,0,28,62,32,100,53,88,34,79,0,4
7,71,42,100,70,71,45,31,5,3,0,10,50,8,100,0,2
28,58,25,97,68,100,69,59,44,22,0,0,47,10,100,1,2
43,80,65,100,98,88,69,50,29,20,0,12,52,19,100,0,2
43,100,12,76,0,47,57,36,100,48,93,64,89,31,88,0,4
63,88,84,100,93,67,69,34,28,8,0,14,51,19,100,0,2
0,78,25,100,66,98,87,71,62,40,32,13,58,0,100,3,2
34,80,65,100,100,80,80,51,41,28,0,7,37,0,95,5,2
15,97,35,100,55,78,26,55,0,32,33,14,78,5,100,0,2
38,95,53,100,19,80,0,59,61,65,100,89,75,47,49,0,4
14,65,36,100,67,82,50,40,17,6,0,0,50,4,100,2,2
41,80,54,100,92,83,76,49,43,19,0,0,43,17,100,2,2
1,55,7,100,30,92,20,45,0,4,23,0,61,10,100,12,2
50,85,84,100,76,60,48,24,7,0,0,2,50,4,100,4,2
4,61,18,100,58,88,43,43,5,13,0,17,48,0,100,1,2
0,54,4,100,43,98,36,48,10,6,11,2,56,9,100,0,2
78,100,41,73,0,48,35,37,100,40,83,59,56,30,37,0,4
23,100,22,75,0,44,47,32,100,46,99,68,90,34,86,0,4
65,90,97,100,95,73,72,48,39,25,0,5,43,0,100,0,2
34,89,64,100,63,56,37,20,0,1,18,23,58,8,100,0,2
50,100,31,75,0,50,40,40,94,49,100,47,62,25,33,0,4
12,100,7,80,0,60,3,39,36,23,86,34,88,20,100,0,4
0,78,27,100,42,70,29,33,1,4,14,5,57,0,100,4,2
31,100,12,87,0,55,22,26,72,31,100,60,74,31,60,0,4
9,100,0,80,37,67,100,72,100,85,77,57,53,28,36,0,4
58,100,12,77,0,59,62,60,100,77,85,59,61,30,36,0,4
59,100,9,64,0,23,61,17,100,28,73,82,57,60,50,0,4
25,74,47,100,66,74,41,44,4,20,0,9,49,1,100,0,2
0,90,15,100,24,67,11,34,2,11,35,5,67,2,100,0,2
0,76,28,100,48,75,34,43,11,13,16,0,57,3,100,3,2
11,100,0,78,0,56,39,40,100,50,91,43,75,22,80,0,4
49,100,26,83,0,39,63,43,100,54,74,95,62,47,57,0,4
0,72,22,100,51,80,31,49,0,21,4,9,54,13,100,0,2
0,89,52,100,94,89,77,63,49,40,19,17,40,0,100,3,2
0,74,26,98,64,100,76,71,56,41,30,14,60,1,100,0,2
48,100,32,65,0,26,50,24,100,41,85,86,81,46,76,0,4
25,87,53,100,65,64,38,33,0,19,46,19,87,0,100,31,2
72,100,11,75,0,44,87,50,100,68,59,96,49,48,54,0,4
42,100,40,83,5,51,0,47,55,40,100,51,85,38,76,0,4
30,100,15,76,0,48,55,39,96,56,100,55,76,28,58,0,4
3,100,2,84,0,53,29,32,70,45,100,61,88,30,95,0,4
18,100,8,81,0,51,56,40,100,60,87,61,85,30,88,0,4
28,87,70,100,68,68,40,39,5,13,0,9,51,8,100,0,2
49,76,47,93,100,100,88,57,48,24,0,0,43,11,97,0,2
23,98,53,100,57,63,29,35,0,9,25,0,62,3,100,3,2
8,70,25,100,50,72,42,34,10,5,0,9,50,5,100,0,2
23,59,26,100,64,98,58,57,33,20,0,0,50,10,100,5,2
27,100,14,76,0,44,41,33,94,35,100,63,76,34,76,0,4
60,88,89,100,93,70,71,39,40,12,0,0,48,0,100,1,2
60,100,45,92,21,63,0,33,38,26,86,40,100,30,91,0,4
58,100,35,74,0,42,33,40,96,42,100,66,88,36,94,0,4
19,68,32,100,68,79,59,39,25,10,0,4,50,4,100,0,2
1,72,34,100,60,84,43,46,13,13,0,0,54,2,100,4,2
31,76,62,100,89,82,61,52,24,26,0,10,50,7,100,0,2
51,63,59,100,79,70,56,31,20,0,0,6,47,24,100,19,2
0,76,24,100,58,95,53,58,31,26,9,1,54,1,100,0,2
29,100,21,76,0,47,6,32,79,35,100,58,99,28,93,0,4
66,100,38,69,0,40,43,34,100,37,94,63,60,35,41,0,4
15,94,57,100,59,66,33,35,0,8,7,0,53,2,100,1,2
0,82,42,100,100,90,86,62,46,39,1,17,26,1,93,0,2
0,84,47,100,100,88,82,61,47,38,5,16,28,0,98,1,2
0,75,28,100,66,71,55,34,5,12,22,11,80,0,100,32,2
6,100,12,82,0,50,3,22,100,29,86,48,55,32,67,0,4
19,100,0,71,2,43,77,39,100,58,98,60,80,30,71,0,4
63,81,92,100,100,70,76,38,43,10,0,0,46,4,97,7,2
45,100,18,74,0,44,59,35,100,52,95,62,75,32,70,0,4
23,100,17,69,0,35,34,22,100,22,99,39,56,34,43,0,4
29,71,45,100,83,78,68,38,33,7,0,9,52,20,100,0,2
34,69,23,100,65,98,58,63,32,32,0,3,47,0,100,7,2
16,71,20,100,52,81,36,49,5,22,0,2,50,3,100,0,2
0,65,16,93,49,100,65,77,48,45,36,11,66,0,100,1,2
5,72,32,100,83,92,73,60,44,30,0,6,39,12,100,0,2
27,82,52,100,62,72,32,45,0,20,11,0,55,2,100,6,2
53,91,75,100,74,69,53,39,22,13,0,11,51,15,100,0,2
16,94,56,100,76,76,43,52,6,30,0,6,49,1,100,0,2
12,100,0,74,4,42,74,44,100,58,77,65,74,32,65,0,4
0,88,33,100,64,87,47,56,22,31,28,6,64,1,100,0,2
1,92,38,100,52,72,29,41,0,14,9,0,54,3,100,5,2
0,64,16,100,57,89,40,48,2,17,1,18,49,0,100,0,2
31,72,56,100,70,76,47,45,15,17,0,4,50,0,100,0,2
18,100,0,76,20,46,75,56,100,90,69,68,43,34,19,0,4
46,100,0,75,14,57,85,57,100,82,74,63,53,31,46,0,4
62,100,30,75,0,49,52,44,100,49,87,58,66,29,50,0,4
17,100,0,56,34,28,100,31,100,66,68,97,68,48,75,0,4
13,100,15,75,0,45,47,32,100,46,87,61,80,30,80,0,4
68,94,49,100,78,88,42,61,0,37,25,16,79,8,100,0,2
41,100,30,78,0,45,0,29,82,31,100,59,87,34,73,0,4
3,100,0,81,3,55,33,34,84,36,100,50,86,25,97,0,4
49,100,18,82,0,61,5,40,53,38,100,43,92,21,93,0,4
23,75,54,100,62,58,39,18,0,0,14,19,57,5,100,10,2
42,79,45,100,79,86,60,46,29,12,0,6,50,10,100,0,2
7,69,17,100,30,70,20,33,0,2,25,0,62,2,100,7,2
59,84,83,100,91,70,74,41,38,19,0,0,49,0,100,4,2
7,58,31,100,59,71,41,22,0,0,7,22,54,12,100,0,2
54,100,18,75,0,55,60,51,100,71,74,56,46,29,28,0,4
49,74,56,100,76,75,50,37,14,6,0,8,50,9,100,0,2
37,99,0,57,26,28,96,29,100,62,69,100,60,50,59,0,4
9,90,46,100,74,74,62,42,29,18,0,0,49,2,100,1,2
20,76,54,100,88,82,61,53,20,28,0,19,59,21,100,0,2
17,100,0,75,1,49,67,46,100,61,88,54,89,27,94,0,4
36,65,49,100,73,71,58,33,27,1,0,1,50,6,100,0,2
38,75,62,100,56,76,28,50,0,24,4,0,52,1,100,6,2
51,100,25,74,0,47,57,42,100,46,80,72,70,35,56,0,4
39,91,66,100,55,67,31,39,0,19,32,15,66,0,100,1,2
21,66,50,100,82,73,66,32,24,7,0,21,50,12,100,0,2
13,93,16,100,0,60,54,42,100,43,89,79,59,41,45,0,4
0,70,6,98,46,100,76,77,50,46,24,17,58,0,100,1,2
20,100,4,86,0,66,2,46,37,29,100,38,72,20,70,0,4
68,100,32,95,0,61,35,34,99,28,100,66,63,35,33,0,4
39,100,0,80,2,49,67,40,100,64,60,63,31,32,14,0,4
50,74,65,100,70,62,40,25,0,0,4,3,52,5,100,8,2
15,100,6,83,0,63,15,44,58,44,72,37,74,17,100,0,4
16,67,35,100,50,70,36,34,15,0,0,21,48,20,100,9,2
42,67,69,100,79,59,47,22,2,0,0,16,50,24,100,19,2
68,100,44,64,0,36,42,38,100,41,86,73,59,38,52,0,4
28,72,60,100,88,73,56,37,9,14,0,14,52,0,100,5,2
54,100,32,67,0,37,28,35,100,37,75,62,62,29,69,0,4
59,100,27,80,0,56,11,35,70,35,100,45,88,23,87,0,4
62,100,55,95,22,70,0,43,57,37,100,56,85,29,77,0,4
37,100,30,87,7,62,0,35,59,29,100,51,78,27,74,0,4
0,63,36,100,81,93,66,44,30,5,0,0,47,19,100,10,2
36,100,0,61,28,34,98,35,100,71,71,90,66,45,60,0,4
42,70,54,100,85,91,63,60,32,33,0,7,47,0,100,2,2
20,82,11,97,93,100,100,76,61,52,11,30,0,7,85,0,2
52,100,0,83,16,60,85,55,100,72,66,54,43,27,20,0,4
46,100,16,86,0,42,100,52,68,79,54,98,56,49,61,0,4
13,100,17,79,0,52,56,55,100,65,93,53,77,27,73,0,4
32,100,0,72,1,39,50,32,100,35,87,59,77,32,58,0,4
44,69,70,100,89,75,59,40,19,14,0,13,51,11,100,0,2
14,71,29,100,66,76,50,35,11,7,0,15,50,8,100,0,2
39,96,63,100,52,43,28,0,0,4,33,15,66,0,100,0,2
35,69,55,100,87,81,70,44,34,17,0,4,50,5,100,0,2
77,100,48,60,0,32,50,40,100,49,91,86,70,43,52,0,4
21,100,13,70,0,38,6,17,73,20,100,28,62,32,56,0,4
38,100,0,76,0,47,77,47,100,71,79,64,64,32,56,0,4
33,100,11,75,0,43,44,24,91,30,100,62,76,33,64,0,4
44,100,24,68,0,34,37,33,84,38,100,57,86,39,80,0,4
0,91,44,100,74,78,71,51,48,26,12,5,42,0,100,1,2
53,100,24,78,0,56,36,41,100,55,91,44,59,23,37,0,4
43,62,33,100,79,92,74,47,39,14,0,0,49,10,100,8,2
66,100,73,96,34,72,0,48,39,31,100,46,75,26,64,0,4
48,68,59,95,100,100,78,62,43,31,0,9,40,11,88,0,2
23,76,39,100,50,67,29,35,0,11,29,8,65,7,100,0,2
0,68,26,100,48,75,28,33,0,2,29,0,64,2,100,1,2
14,78,38,100,82,81,69,46,24,24,0,30,54,21,100,0,2
19,80,46,100,46,66,28,35,0,12,24,1,63,0,100,1,2
27,100,16,71,0,36,27,21,100,25,91,49,54,34,56,0,4
0,66,24,96,56,100,45,63,24,30,15,0,57,4,100,7,2
36,79,20,100,67,81,53,43,0,20,8,25,59,0,100,17,2
60,100,46,70,9,40,0,38,57,31,100,53,91,36,75,0,4
34,84,42,100,19,65,0,31,56,40,100,55,87,38,85,0,4
41,75,46,100,87,86,70,53,38,25,0,19,53,18,100,0,2
64,100,15,77,0,45,100,59,84,78,58,90,56,44,67,0,4
11,100,0,86,2,66,26,47,81,44,100,40,83,20,79,0,4
0,100,10,86,14,67,32,50,71,51,82,37,89,18,100,0,4
17,100,0,81,2,62,42,46,100,52,79,39,77,19,89,0,4
23,65,37,100,72,83,64,45,36,12,0,3,48,10,100,0,2
4,73,44,100,83,81,55,43,12,15,0,22,52,20,100,0,2
59,100,38,81,14,54,0,26,51,13,100,32,84,28,70,0,4
35,100,0,71,32,50,95,54,100,78,85,70,76,35,71,0,4
35,100,35,87,14,62,0,35,35,16,97,34,100,26,89,0,4
47,100,0,72,0,38,82,30,100,65,87,95,77,47,62,0,4
48,100,4,73,0,42,71,34,100,60,95,72,58,36,29,0,4
0,99,27,100,49,83,51,55,43,29,44,3,72,0,100,2,2
34,100,22,67,0,36,34,23,86,30,100,61,94,33,91,0,4
39,100,6,71,0,36,61,26,100,47,98,69,80,35,75,0,4
9,100,0,77,11,51,74,53,100,72,59,50,33,25,9,0,4
20,98,49,100,51,65,31,36,0,16,28,10,64,5,100,0,2
53,100,33,71,0,44,14,43,68,37,100,58,85,33,83,0,4
0,71,39,94,100,100,100,73,54,48,11,23,33,1,95,0,2
81,100,56,78,22,54,0,30,46,14,100,27,100,25,87,0,4
100,100,48,80,0,45,74,36,99,57,70,86,65,43,66,0,4
15,81,42,100,71,81,54,54,27,30,0,5,45,0,100,1,2
44,81,68,100,85,74,69,46,40,21,0,0,41,5,100,8,2
77,100,43,84,18,59,0,35,48,17,91,32,82,24,100,0,4
90,100,53,75,16,45,0,35,52,35,100,44,96,41,87,0,4
0,100,14,81,5,58,28,39,88,47,97,44,91,21,100,0,4
12,84,36,100,0,65,46,44,100,57,83,75,53,38,28,0,4
32,81,70,100,95,83,69,55,35,31,0,9,49,2,100,0,2
27,100,13,66,0,26,39,31,100,30,93,51,77,38,77,0,4
63,100,31,82,0,52,36,29,100,45,99,59,59,30,28,0,4
26,100,0,70,16,41,69,42,100,70,92,63,71,31,49,0,4
12,78,43,100,100,97,78,66,38,40,0,13,38,0,100,3,2
66,100,26,74,0,49,80,60,100,75,59,78,37,38,3,0,4
32,67,48,100,82,83,72,48,43,19,0,0,47,13,100,12,2
56,100,30,57,0,34,56,40,100,49,88,86,62,43,40,0,4
10,100,0,76,21,48,81,52,100,73,88,65,86,32,88,0,4
0,73,30,100,62,86,46,48,13,22,21,21,58,4,100,0,2
26,100,0,71,41,50,97,52,100,87,81,67,67,34,59,0,4
21,100,9,73,0,45,39,30,95,39,100,55,95,28,97,0,4
26,100,7,77,0,44,43,35,86,46,100,67,91,33,79,0,4
0,82,37,100,75,87,61,55,34,27,9,5,56,5,100,0,2
64,100,19,66,0,24,64,19,100,45,98,88,78,46,69,0,4
20,69,35,100,68,82,59,44,30,12,0,0,50,6,100,6,2
74,100,40,77,0,53,44,45,100,51,76,54,51,27,35,0,4
0,83,26,100,58,92,47,58,22,31,34,4,67,0,100,0,2
28,100,13,76,0,47,59,38,100,60,92,58,79,28,65,0,4
0,79,34,100,57,80,46,45,18,14,10,0,59,1,100,2,2
36,100,29,81,0,56,12,32,67,32,95,54,94,26,100,0,4
16,65,27,100,50,70,33,33,0,3,1,0,50,5,100,4,2
4,82,47,100,84,85,77,50,44,21,0,13,53,16,100,0,2
62,100,38,71,0,46,6,41,58,33,100,52,83,34,72,0,4
11,76,30,100,42,68,27,34,0,5,16,17,58,8,100,0,2
48,72,78,100,100,80,69,48,32,22,0,18,45,17,88,0,2
55,100,33,83,0,53,40,39,100,47,90,60,48,32,23,0,4
26,71,52,100,76,76,50,40,12,11,0,0,50,2,100,5,2
22,100,0,68,2,42,54,46,100,55,72,75,51,38,37,0,4
42,79,53,100,68,75,48,48,17,24,0,10,50,7,100,0,2
77,100,31,73,0,50,68,51,100,56,69,82,46,41,23,0,4
8,100,0,78,8,42,58,43,97,69,100,73,92,37,87,0,4
44,100,29,67,0,31,32,15,100,16,99,52,89,40,82,0,4
0,57,14,91,50,100,55,66,37,32,24,0,62,6,100,15,2
18,100,0,76,0,49,65,41,100,66,80,55,72,27,70,0,4
34,100,9,76,0,50,51,35,100,52,89,51,86,24,85,0,4
43,100,47,68,0,33,29,36,100,45,88,63,61,25,55,0,4
0,100,21,73,50,52,84,67,100,100,89,69,88,35,86,0,4
13,100,0,98,8,57,80,54,100,66,71,95,48,48,34,0,4
30,100,25,82,0,48,11,38,64,45,100,54,91,37,85,0,4
14,93,47,100,56,70,35,41,1,18,0,0,50,1,100,1,2
29,100,14,81,0,50,64,44,100,62,92,64,84,32,83,0,4
34,68,63,100,65,65,36,29,0,0,6,9,52,16,100,7,2
14,79,49,100,64,71,38,39,0,15,9,16,55,0,100,10,2
13,74,40,100,70,77,46,42,9,15,0,3,50,1,100,0,2
13,79,31,100,73,82,59,45,17,19,0,23,53,17,100,0,2
1,91,44,100,75,81,39,57,3,34,0,7,50,0,100,2,2
3,74,21,100,26,66,10,32,0,0,34,0,67,6,100,6,2
29,96,5,100,0,72,4,45,47,36,77,51,75,23,100,0,4
32,76,60,100,77,79,56,50,26,25,0,3,50,4,100,0,2
55,100,19,75,0,50,71,58,100,75,62,82,40,41,20,0,4
33,89,63,100,58,50,35,10,0,9,31,27,65,4,100,0,2
36,63,52,100,52,48,29,6,0,0,30,15,65,3,100,1,2
16,100,0,71,12,37,69,27,100,34,75,71,57,40,39,0,4
4,98,10,100,0,69,4,40,62,43,56,55,63,24,100,0,4
51,78,81,100,86,65,53,31,10,8,0,19,50,10,100,0,2
50,100,44,93,10,69,0,45,75,49,100,46,60,23,33,0,4
26,95,58,100,73,74,55,47,27,23,0,0,49,2,100,2,2
4,100,18,98,0,58,43,38,100,48,97,79,80,41,77,0,4
31,67,35,99,81,100,73,56,37,23,0,2,50,0,100,3,2
64,100,41,71,5,43,0,36,57,36,100,49,88,36,87,0,4
55,100,33,62,0,26,33,27,92,39,100,77,95,39,86,0,4
32,80,72,100,82,76,55,47,24,20,0,0,50,7,100,3,2
46,95,87,100,92,56,59,20,15,0,0,12,50,14,100,11,2
7,100,0,78,5,38,63,44,100,78,91,81,87,40,86,0,4
47,74,68,100,65,53,37,17,0,0,21,18,60,14,100,11,2
53,100,41,90,15,66,0,40,46,29,100,30,92,24,93,0,4
31,100,0,69,31,48,100,52,100,91,84,79,72,39,59,0,4
31,77,35,100,69,86,51,43,19,8,0,3,49,3,100,0,2
0,85,22,100,50,88,43,52,20,21,27,2,65,0,100,2,2
19,76,34,100,41,66,27,32,0,7,25,3,63,0,100,6,2
0,82,24,100,53,87,57,59,47,33,32,7,62,0,100,1,2
50,84,85,100,100,64,73,27,32,0,0,18,45,31,81,0,2
23,79,59,100,62,60,36,21,0,0,19,30,60,25,100,16,2
55,98,85,100,90,70,62,43,27,20,0,1,50,5,100,0,2
20,100,10,69,0,38,38,23,94,30,100,60,81,30,72,0,4
36,100,30,100,5,57,0,38,78,30,100,54,95,38,94,0,4
20,73,39,100,55,69,32,31,0,4,22,0,61,1,100,2,2
39,75,46,100,95,83,80,41,41,6,0,6,50,28,100,0,2
43,100,28,75,0,45,26,26,95,32,100,60,75,32,59,0,4
20,100,18,81,3,50,0,30,61,29,100,45,87,26,86,0,4
15,77,27,100,90,87,88,59,52,33,0,12,23,0,100,2,2
49,90,33,88,74,100,69,55,39,18,0,3,49,3,100,0,2
32,84,66,100,70,57,40,25,0,15,23,33,63,22,100,0,2
46,82,65,100,69,72,39,47,0,28,12,20,56,9,100,0,2
25,81,43,100,46,61,29,27,0,5,34,2,68,0,100,7,2
0,66,30,90,69,100,65,62,39,29,12,1,57,0,100,3,2
35,77,53,100,66,74,42,45,8,19,0,15,51,11,100,0,2
22,100,0,54,18,10,100,14,94,56,63,100,59,50,60,0,4
64,100,26,89,0,62,50,52,100,71,76,56,47,28,27,0,4
2,78,35,100,56,78,35,40,0,11,5,4,53,2,100,0,2
35,100,25,77,0,49,35,34,98,31,100,56,82,27,66,0,4
0,100,2,83,4,53,43,41,86,55,100,57,79,29,77,0,4
0,85,31,100,60,91,54,51,33,18,33,0,66,3,100,6,2
0,86,22,100,49,92,46,63,35,35,45,9,72,1,100,0,2
38,100,18,88,0,61,15,37,52,35,90,38,100,26,91,0,4
13,67,0,93,78,100,100,71,60,41,9,15,9,0,89,6,2
65,100,46,91,2,58,0,31,66,31,100,60,49,39,20,0,4
6,100,0,68,37,50,90,51,100,89,79,84,58,43,48,0,4
18,88,47,100,47,71,21,47,0,21,22,1,61,0,100,3,2
2,100,11,94,0,57,51,41,94,64,100,72,77,36,60,0,4
41,100,26,100,0,75,6,47,55,41,100,49,70,25,79,0,4
45,100,4,75,0,47,80,39,100,64,82,57,66,28,68,0,4
22,76,54,100,62,58,39,20,0,0,13,24,57,27,100,23,2
35,80,69,100,66,58,39,24,0,0,9,13,54,13,100,7,2
47,100,30,73,0,40,22,21,89,23,100,55,71,34,49,0,4
0,100,18,93,9,56,51,32,100,53,84,74,70,37,64,0,4
9,100,0,72,27,51,100,55,97,86,72,61,53,30,48,0,4
84,100,45,76,0,53,0,32,86,36,100,51,66,26,52,0,4
30,78,62,100,81,77,59,46,25,19,0,11,50,5,100,0,2
54,75,36,100,78,94,62,55,25,26,0,11,49,4,100,0,2
20,72,51,100,60,69,40,35,12,4,0,12,49,9,100,0,2
32,90,74,100,82,58,50,23,3,4,0,18,52,17,100,0,2
11,61,25,100,66,96,62,55,29,23,0,0,50,0,100,1,2
63,100,0,72,5,52,93,55,100,73,60,77,34,38,9,0,4
45,78,75,100,100,76,82,43,48,16,0,0,33,8,88,10,2
39,88,47,100,82,81,59,54,24,32,0,7,48,0,100,1,2
47,88,45,100,71,76,52,40,19,10,0,13,51,12,100,0,2
0,78,28,100,58,88,45,56,24,28,12,1,55,0,100,2,2
